zipcode,zone,trange,zonetitle,last_spring_frost,first_fall_frost,growing_season
75935,8b,15 to 20,8b: 15 to 20,Mar 22,Nov 7,229 days
75936,9a,20 to 25,9a: 20 to 25,Mar 15,Nov 12,241 days
75937,8b,15 to 20,8b: 15 to 20,Mar 23,Nov 10,231 days
75938,9a,20 to 25,9a: 20 to 25,Mar 18,Nov 12,238 days
75939,9a,20 to 25,9a: 20 to 25,Mar 22,Nov 7,229 days
75941,9a,20 to 25,9a: 20 to 25,Mar 22,Nov 7,229 days
75942,9a,20 to 25,9a: 20 to 25,Mar 18,Nov 12,238 days
75943,8b,15 to 20,8b: 15 to 20,Mar 31,Nov 4,217 days
75944,9a,20 to 25,9a: 20 to 25,Mar 23,Nov 10,231 days
75946,8b,15 to 20,8b: 15 to 20,Mar 23,Nov 10,231 days
75948,9a,20 to 25,9a: 20 to 25,Mar 9,Nov 20,255 days
75949,9a,20 to 25,9a: 20 to 25,Mar 22,Nov 7,229 days
75951,9a,20 to 25,9a: 20 to 25,Mar 6,Nov 23,261 days
75954,8b,15 to 20,8b: 15 to 20,Mar 22,Nov 7,229 days
75956,9a,20 to 25,9a: 20 to 25,Mar 18,Nov 12,238 days
75958,8b,15 to 20,8b: 15 to 20,Mar 23,Nov 10,231 days
75959,9a,20 to 25,9a: 20 to 25,Mar 29,Nov 5,220 days
75960,9a,20 to 25,9a: 20 to 25,Mar 12,Nov 14,246 days
75961,8b,15 to 20,8b: 15 to 20,Mar 23,Nov 10,231 days
75962,8b,15 to 20,8b: 15 to 20,Mar 23,Nov 10,231 days
75963,8b,15 to 20,8b: 15 to 20,Mar 23,Nov 10,231 days
75964,8b,15 to 20,8b: 15 to 20,Mar 23,Nov 10,231 days
75965,8b,15 to 20,8b: 15 to 20,Mar 23,Nov 10,231 days
75966,9a,20 to 25,9a: 20 to 25,Mar 20,Nov 10,234 days
75968,9a,20 to 25,9a: 20 to 25,Mar 6,Nov 23,261 days
75969,8b,15 to 20,8b: 15 to 20,Mar 31,Nov 4,217 days
75972,8b,15 to 20,8b: 15 to 20,Mar 29,Nov 5,220 days
75973,8b,15 to 20,8b: 15 to 20,Mar 22,Nov 7,229 days
75974,8b,15 to 20,8b: 15 to 20,Mar 22,Nov 7,229 days
75975,8b,15 to 20,8b: 15 to 20,Mar 22,Nov 7,229 days
75976,8b,15 to 20,8b: 15 to 20,Mar 31,Nov 4,217 days
75977,9a,20 to 25,9a: 20 to 25,Mar 20,Nov 10,234 days
75978,9a,20 to 25,9a: 20 to 25,Mar 23,Nov 10,231 days
75979,9a,20 to 25,9a: 20 to 25,Mar 18,Nov 12,238 days
75980,9a,20 to 25,9a: 20 to 25,Mar 6,Nov 23,261 days
75990,9a,20 to 25,9a: 20 to 25,Mar 15,Nov 12,241 days
76001,8b,15 to 20,8b: 15 to 20,Mar 16,Nov 12,240 days
76002,8b,15 to 20,8b: 15 to 20,Mar 16,Nov 12,240 days
76003,8b,15 to 20,8b: 15 to 20,Mar 16,Nov 12,240 days
76004,8b,15 to 20,8b: 15 to 20,Mar 18,Nov 10,236 days
76005,8b,15 to 20,8b: 15 to 20,Mar 18,Nov 10,236 days
76006,8b,15 to 20,8b: 15 to 20,Mar 18,Nov 10,236 days
76007,8b,15 to 20,8b: 15 to 20,Mar 18,Nov 10,236 days
76008,8b,15 to 20,8b: 15 to 20,Apr 2,Nov 1,212 days
76009,8b,15 to 20,8b: 15 to 20,Mar 30,Nov 7,221 days
76010,8b,15 to 20,8b: 15 to 20,Mar 18,Nov 10,236 days
76011,8b,15 to 20,8b: 15 to 20,Mar 18,Nov 10,236 days
76012,8b,15 to 20,8b: 15 to 20,Mar 18,Nov 10,236 days
76013,8b,15 to 20,8b: 15 to 20,Mar 16,Nov 12,240 days
76014,8b,15 to 20,8b: 15 to 20,Mar 16,Nov 12,240 days
76015,8b,15 to 20,8b: 15 to 20,Mar 16,Nov 12,240 days
76016,8b,15 to 20,8b: 15 to 20,Mar 16,Nov 12,240 days
76017,8b,15 to 20,8b: 15 to 20,Mar 16,Nov 12,240 days
76018,8b,15 to 20,8b: 15 to 20,Mar 16,Nov 12,240 days
76020,8b,15 to 20,8b: 15 to 20,Mar 22,Nov 12,234 days
76021,8b,15 to 20,8b: 15 to 20,Mar 18,Nov 10,236 days
76022,8b,15 to 20,8b: 15 to 20,Mar 18,Nov 10,236 days
76023,8a,10 to 15,8a: 10 to 15,Mar 30,Nov 4,218 days
76028,8b,15 to 20,8b: 15 to 20,Mar 30,Nov 7,221 days
76031,8b,15 to 20,8b: 15 to 20,Mar 26,Nov 6,224 days
76033,8b,15 to 20,8b: 15 to 20,Mar 26,Nov 6,224 days
76034,8b,15 to 20,8b: 15 to 20,Mar 23,Nov 9,230 days
76035,8a,10 to 15,8a: 10 to 15,Apr 2,Nov 2,213 days
76036,8b,15 to 20,8b: 15 to 20,Mar 30,Nov 7,221 days
76039,8b,15 to 20,8b: 15 to 20,Mar 15,Nov 15,244 days
76040,8b,15 to 20,8b: 15 to 20,Mar 18,Nov 10,236 days
76041,8b,15 to 20,8b: 15 to 20,Mar 23,Nov 8,229 days
76043,8b,15 to 20,8b: 15 to 20,Apr 6,Nov 1,208 days
76044,8b,15 to 20,8b: 15 to 20,Mar 26,Nov 6,224 days
76048,8b,15 to 20,8b: 15 to 20,Apr 2,Nov 2,213 days
76049,8b,15 to 20,8b: 15 to 20,Apr 2,Nov 2,213 days
76050,8b,15 to 20,8b: 15 to 20,Mar 26,Nov 6,224 days
76051,8b,15 to 20,8b: 15 to 20,Mar 23,Nov 9,230 days
76052,8b,15 to 20,8b: 15 to 20,Mar 21,Nov 8,231 days
76053,8b,15 to 20,8b: 15 to 20,Mar 18,Nov 13,239 days
76054,8b,15 to 20,8b: 15 to 20,Mar 18,Nov 13,239 days
76055,8b,15 to 20,8b: 15 to 20,Mar 30,Nov 4,218 days
76058,8b,15 to 20,8b: 15 to 20,Mar 30,Nov 7,221 days
76059,8b,15 to 20,8b: 15 to 20,Mar 26,Nov 6,224 days
76060,8b,15 to 20,8b: 15 to 20,Mar 16,Nov 12,240 days
76061,8b,15 to 20,8b: 15 to 20,Mar 30,Nov 7,221 days
76063,8b,15 to 20,8b: 15 to 20,Mar 16,Nov 12,240 days
76064,8b,15 to 20,8b: 15 to 20,Mar 23,Nov 8,229 days
76065,8b,15 to 20,8b: 15 to 20,Mar 23,Nov 8,229 days
76066,8a,10 to 15,8a: 10 to 15,Apr 2,Nov 4,215 days
76067,8a,10 to 15,8a: 10 to 15,Apr 2,Nov 4,215 days
76068,8a,10 to 15,8a: 10 to 15,Apr 2,Nov 4,215 days
76070,8b,15 to 20,8b: 15 to 20,Apr 6,Nov 1,208 days
76071,8b,15 to 20,8b: 15 to 20,Mar 22,Nov 12,234 days
76073,8a,10 to 15,8a: 10 to 15,Apr 4,Nov 2,211 days
76077,8a,10 to 15,8a: 10 to 15,Apr 6,Nov 1,208 days
76078,8a,10 to 15,8a: 10 to 15,Mar 21,Nov 8,231 days
76082,8a,10 to 15,8a: 10 to 15,Apr 2,Nov 1,212 days
76084,8b,15 to 20,8b: 15 to 20,Mar 16,Nov 12,240 days
76085,8a,10 to 15,8a: 10 to 15,Apr 2,Nov 1,212 days
76086,8a,10 to 15,8a: 10 to 15,Apr 2,Nov 1,212 days
76087,8a,10 to 15,8a: 10 to 15,Apr 2,Nov 1,212 days
76088,8a,10 to 15,8a: 10 to 15,Apr 2,Nov 1,212 days
76092,8b,15 to 20,8b: 15 to 20,Mar 23,Nov 9,230 days
76093,8b,15 to 20,8b: 15 to 20,Mar 26,Nov 6,224 days
76094,8b,15 to 20,8b: 15 to 20,Mar 16,Nov 12,240 days
76095,8b,15 to 20,8b: 15 to 20,Mar 18,Nov 10,236 days
76096,8b,15 to 20,8b: 15 to 20,Mar 16,Nov 12,240 days
76097,8b,15 to 20,8b: 15 to 20,Mar 30,Nov 7,221 days
76098,8b,15 to 20,8b: 15 to 20,Mar 22,Nov 12,234 days
76099,8b,15 to 20,8b: 15 to 20,Mar 23,Nov 9,230 days
76101,8b,15 to 20,8b: 15 to 20,Mar 12,Nov 14,246 days
76102,8b,15 to 20,8b: 15 to 20,Mar 12,Nov 14,246 days
76103,8b,15 to 20,8b: 15 to 20,Mar 18,Nov 13,239 days
76104,8b,15 to 20,8b: 15 to 20,Mar 12,Nov 14,246 days
76105,8b,15 to 20,8b: 15 to 20,Mar 18,Nov 13,239 days
76106,8b,15 to 20,8b: 15 to 20,Mar 12,Nov 14,246 days
76107,8b,15 to 20,8b: 15 to 20,Mar 11,Nov 19,252 days
76108,8b,15 to 20,8b: 15 to 20,Mar 11,Nov 19,252 days
76109,8b,15 to 20,8b: 15 to 20,Mar 23,Nov 9,230 days
76110,8b,15 to 20,8b: 15 to 20,Mar 12,Nov 14,246 days
76111,8b,15 to 20,8b: 15 to 20,Mar 18,Nov 13,239 days
76112,8b,15 to 20,8b: 15 to 20,Mar 18,Nov 13,239 days
76113,8b,15 to 20,8b: 15 to 20,Mar 12,Nov 14,246 days
76114,8b,15 to 20,8b: 15 to 20,Mar 20,Nov 12,236 days
76115,8b,15 to 20,8b: 15 to 20,Mar 23,Nov 9,230 days
76116,8b,15 to 20,8b: 15 to 20,Mar 11,Nov 19,252 days
76117,8b,15 to 20,8b: 15 to 20,Mar 18,Nov 13,239 days
76118,8b,15 to 20,8b: 15 to 20,Mar 18,Nov 13,239 days
76119,8b,15 to 20,8b: 15 to 20,Mar 18,Nov 13,239 days
76120,8b,15 to 20,8b: 15 to 20,Mar 18,Nov 10,236 days
76121,8b,15 to 20,8b: 15 to 20,Mar 11,Nov 19,252 days
76123,8b,15 to 20,8b: 15 to 20,Mar 23,Nov 9,230 days
76124,8b,15 to 20,8b: 15 to 20,Mar 18,Nov 13,239 days
76126,8b,15 to 20,8b: 15 to 20,Mar 23,Nov 9,230 days
76127,8b,15 to 20,8b: 15 to 20,Mar 11,Nov 19,252 days
76130,8b,15 to 20,8b: 15 to 20,Mar 23,Nov 9,230 days
76131,8b,15 to 20,8b: 15 to 20,Mar 18,Nov 13,239 days
76132,8b,15 to 20,8b: 15 to 20,Mar 23,Nov 9,230 days
76133,8b,15 to 20,8b: 15 to 20,Mar 23,Nov 9,230 days
76134,8b,15 to 20,8b: 15 to 20,Mar 23,Nov 9,230 days
76135,8b,15 to 20,8b: 15 to 20,Mar 22,Nov 12,234 days
76136,8b,15 to 20,8b: 15 to 20,Mar 22,Nov 12,234 days
76137,8b,15 to 20,8b: 15 to 20,Mar 18,Nov 13,239 days
76140,8b,15 to 20,8b: 15 to 20,Mar 30,Nov 7,221 days
76147,8b,15 to 20,8b: 15 to 20,Mar 12,Nov 14,246 days
76148,8b,15 to 20,8b: 15 to 20,Mar 18,Nov 13,239 days
76150,8b,15 to 20,8b: 15 to 20,Mar 12,Nov 14,246 days
76155,8b,15 to 20,8b: 15 to 20,Mar 18,Nov 10,236 days
76161,8b,15 to 20,8b: 15 to 20,Mar 12,Nov 14,246 days
76162,8b,15 to 20,8b: 15 to 20,Mar 23,Nov 9,230 days
76163,8b,15 to 20,8b: 15 to 20,Mar 23,Nov 9,230 days
76164,8b,15 to 20,8b: 15 to 20,Mar 12,Nov 14,246 days
76166,8b,15 to 20,8b: 15 to 20,Mar 12,Nov 14,246 days
76177,8b,15 to 20,8b: 15 to 20,Mar 21,Nov 8,231 days
76179,8b,15 to 20,8b: 15 to 20,Mar 22,Nov 12,234 days
76180,8b,15 to 20,8b: 15 to 20,Mar 18,Nov 13,239 days
76181,8b,15 to 20,8b: 15 to 20,Mar 18,Nov 13,239 days
76182,8b,15 to 20,8b: 15 to 20,Mar 18,Nov 13,239 days
76185,8b,15 to 20,8b: 15 to 20,Mar 18,Nov 13,239 days
76190,8b,15 to 20,8b: 15 to 20,Mar 18,Nov 13,239 days
76191,8b,15 to 20,8b: 15 to 20,Mar 12,Nov 14,246 days
76192,8b,15 to 20,8b: 15 to 20,Mar 22,Nov 12,234 days
76193,8b,15 to 20,8b: 15 to 20,Mar 12,Nov 14,246 days
76195,8b,15 to 20,8b: 15 to 20,Mar 12,Nov 14,246 days
76196,8b,15 to 20,8b: 15 to 20,Mar 12,Nov 14,246 days
76197,8b,15 to 20,8b: 15 to 20,Mar 18,Nov 13,239 days
76198,8b,15 to 20,8b: 15 to 20,Mar 12,Nov 14,246 days
76199,8b,15 to 20,8b: 15 to 20,Mar 12,Nov 14,246 days
76201,8a,10 to 15,8a: 10 to 15,Mar 21,Nov 12,235 days
76202,8b,15 to 20,8b: 15 to 20,Apr 4,Nov 1,210 days
76203,8a,10 to 15,8a: 10 to 15,Mar 21,Nov 12,235 days
76204,8b,15 to 20,8b: 15 to 20,Mar 21,Nov 12,235 days
76205,8b,15 to 20,8b: 15 to 20,Mar 21,Nov 12,235 days
76206,8b,15 to 20,8b: 15 to 20,Mar 21,Nov 12,235 days
76207,8a,10 to 15,8a: 10 to 15,Apr 4,Nov 1,210 days
76208,8b,15 to 20,8b: 15 to 20,Mar 21,Nov 12,235 days
76209,8b,15 to 20,8b: 15 to 20,Mar 21,Nov 12,235 days
76210,8b,15 to 20,8b: 15 to 20,Mar 21,Nov 12,235 days
76225,8a,10 to 15,8a: 10 to 15,Apr 7,Oct 30,205 days
76226,8b,15 to 20,8b: 15 to 20,Apr 4,Nov 1,210 days
76227,8b,15 to 20,8b: 15 to 20,Apr 1,Nov 9,221 days
76228,8a,10 to 15,8a: 10 to 15,Apr 7,Nov 1,207 days
76230,8a,10 to 15,8a: 10 to 15,Apr 3,Nov 4,214 days
76233,8a,10 to 15,8a: 10 to 15,Mar 28,Nov 7,223 days
76234,8a,10 to 15,8a: 10 to 15,Mar 30,Nov 4,218 days
76238,8a,10 to 15,8a: 10 to 15,Mar 28,Nov 7,223 days
76239,8a,10 to 15,8a: 10 to 15,Apr 7,Oct 30,205 days
76240,8a,10 to 15,8a: 10 to 15,Mar 28,Nov 7,223 days
76241,8a,10 to 15,8a: 10 to 15,Mar 28,Nov 7,223 days
76244,8b,15 to 20,8b: 15 to 20,Mar 21,Nov 8,231 days
76245,8a,10 to 15,8a: 10 to 15,Apr 2,Oct 31,211 days
76246,8a,10 to 15,8a: 10 to 15,Mar 30,Nov 4,218 days
76247,8b,15 to 20,8b: 15 to 20,Mar 21,Nov 8,231 days
76248,8b,15 to 20,8b: 15 to 20,Mar 21,Nov 8,231 days
76249,8a,10 to 15,8a: 10 to 15,Apr 4,Nov 1,210 days
76250,8a,10 to 15,8a: 10 to 15,Mar 28,Nov 7,223 days
76251,8a,10 to 15,8a: 10 to 15,Mar 31,Nov 2,215 days
76252,8a,10 to 15,8a: 10 to 15,Apr 6,Oct 29,205 days
76253,8a,10 to 15,8a: 10 to 15,Mar 28,Nov 7,223 days
76255,8a,10 to 15,8a: 10 to 15,Mar 31,Nov 2,215 days
76258,8a,10 to 15,8a: 10 to 15,Apr 1,Nov 9,221 days
76259,8a,10 to 15,8a: 10 to 15,Apr 4,Nov 1,210 days
76261,8a,10 to 15,8a: 10 to 15,Mar 31,Nov 2,215 days
76262,8b,15 to 20,8b: 15 to 20,Mar 21,Nov 8,231 days
76263,8a,10 to 15,8a: 10 to 15,Apr 7,Oct 30,205 days
76264,8a,10 to 15,8a: 10 to 15,Mar 22,Nov 12,234 days
76265,8a,10 to 15,8a: 10 to 15,Mar 31,Nov 2,215 days
76266,8a,10 to 15,8a: 10 to 15,Apr 4,Nov 1,210 days
76267,8a,10 to 15,8a: 10 to 15,Apr 4,Nov 1,210 days
76268,8a,10 to 15,8a: 10 to 15,Mar 22,Nov 12,234 days
76270,8a,10 to 15,8a: 10 to 15,Apr 7,Oct 30,205 days
76271,8a,10 to 15,8a: 10 to 15,Apr 1,Nov 9,221 days
76272,8a,10 to 15,8a: 10 to 15,Apr 1,Nov 9,221 days
76273,8a,10 to 15,8a: 10 to 15,Mar 28,Nov 7,223 days
76301,8a,10 to 15,8a: 10 to 15,Apr 2,Nov 4,215 days
76302,8a,10 to 15,8a: 10 to 15,Apr 2,Nov 4,215 days
76305,8a,10 to 15,8a: 10 to 15,Apr 2,Nov 4,215 days
76306,8a,10 to 15,8a: 10 to 15,Apr 2,Nov 4,215 days
76307,8a,10 to 15,8a: 10 to 15,Apr 2,Nov 4,215 days
76308,8a,10 to 15,8a: 10 to 15,Apr 2,Nov 4,215 days
76309,8a,10 to 15,8a: 10 to 15,Apr 2,Nov 4,215 days
76310,8a,10 to 15,8a: 10 to 15,Apr 2,Nov 4,215 days
76311,8a,10 to 15,8a: 10 to 15,Apr 2,Nov 4,215 days
76351,8a,10 to 15,8a: 10 to 15,Apr 2,Nov 3,214 days
76352,8a,10 to 15,8a: 10 to 15,Apr 7,Nov 1,207 days
76354,8a,10 to 15,8a: 10 to 15,Apr 2,Nov 4,215 days
76357,8a,10 to 15,8a: 10 to 15,Mar 30,Nov 2,216 days
76360,8a,10 to 15,8a: 10 to 15,Apr 6,Oct 31,207 days
76363,8a,10 to 15,8a: 10 to 15,Apr 1,Nov 4,216 days
76364,8a,10 to 15,8a: 10 to 15,Mar 27,Nov 7,224 days
76365,8a,10 to 15,8a: 10 to 15,Apr 7,Nov 1,207 days
76366,8a,10 to 15,8a: 10 to 15,Apr 2,Nov 3,214 days
76367,8a,10 to 15,8a: 10 to 15,Apr 2,Nov 4,215 days
76369,8a,10 to 15,8a: 10 to 15,Apr 2,Nov 3,214 days
76370,8a,10 to 15,8a: 10 to 15,Apr 6,Nov 2,209 days
76371,8a,10 to 15,8a: 10 to 15,Apr 1,Nov 4,216 days
76372,8a,10 to 15,8a: 10 to 15,Apr 6,Nov 2,209 days
76373,8a,10 to 15,8a: 10 to 15,Apr 3,Nov 3,213 days
76374,8a,10 to 15,8a: 10 to 15,Apr 6,Nov 2,209 days
76377,8a,10 to 15,8a: 10 to 15,Apr 7,Nov 1,207 days
76379,8a,10 to 15,8a: 10 to 15,Apr 2,Nov 3,214 days
76380,8a,10 to 15,8a: 10 to 15,Apr 5,Oct 31,208 days
76384,8a,10 to 15,8a: 10 to 15,Apr 3,Nov 3,213 days
76385,8a,10 to 15,8a: 10 to 15,Apr 3,Nov 3,213 days
76388,8a,10 to 15,8a: 10 to 15,Apr 1,Nov 4,216 days
76389,8a,10 to 15,8a: 10 to 15,Apr 2,Nov 3,214 days
76401,8b,15 to 20,8b: 15 to 20,Apr 4,Nov 1,210 days
76424,8a,10 to 15,8a: 10 to 15,Apr 12,Oct 29,199 days
76426,8a,10 to 15,8a: 10 to 15,Apr 4,Nov 2,211 days
76427,8a,10 to 15,8a: 10 to 15,Apr 4,Nov 1,210 days
76429,8a,10 to 15,8a: 10 to 15,Apr 12,Oct 29,199 days
76430,8a,10 to 15,8a: 10 to 15,Apr 5,Nov 1,209 days
76431,8a,10 to 15,8a: 10 to 15,Apr 7,Oct 30,205 days
76432,8a,10 to 15,8a: 10 to 15,Mar 31,Nov 4,217 days
76433,8b,15 to 20,8b: 15 to 20,Apr 4,Nov 1,210 days
76435,8a,10 to 15,8a: 10 to 15,Apr 2,Nov 4,215 days
76436,8b,15 to 20,8b: 15 to 20,Mar 31,Nov 2,215 days
76437,8a,10 to 15,8a: 10 to 15,Apr 6,Oct 30,206 days
76439,8a,10 to 15,8a: 10 to 15,Apr 2,Nov 2,213 days
76442,8b,15 to 20,8b: 15 to 20,Mar 23,Nov 10,231 days
76443,8a,10 to 15,8a: 10 to 15,Apr 2,Nov 4,215 days
76444,8b,15 to 20,8b: 15 to 20,Mar 23,Nov 10,231 days
76445,8a,10 to 15,8a: 10 to 15,Apr 6,Oct 30,206 days
76446,8b,15 to 20,8b: 15 to 20,Mar 26,Nov 9,227 days
76448,8a,10 to 15,8a: 10 to 15,Apr 6,Oct 30,206 days
76449,8a,10 to 15,8a: 10 to 15,Mar 31,Nov 4,217 days
76450,8a,10 to 15,8a: 10 to 15,Apr 7,Nov 1,207 days
76452,8b,15 to 20,8b: 15 to 20,Mar 23,Nov 10,231 days
76453,8a,10 to 15,8a: 10 to 15,Mar 31,Nov 4,217 days
76454,8a,10 to 15,8a: 10 to 15,Apr 6,Oct 30,206 days
76455,8b,15 to 20,8b: 15 to 20,Mar 23,Nov 10,231 days
76457,8b,15 to 20,8b: 15 to 20,Mar 31,Nov 2,215 days
76458,8a,10 to 15,8a: 10 to 15,Apr 4,Nov 1,210 days
76459,8a,10 to 15,8a: 10 to 15,Apr 7,Nov 1,207 days
76460,8a,10 to 15,8a: 10 to 15,Apr 7,Nov 1,207 days
76461,8b,15 to 20,8b: 15 to 20,Apr 4,Nov 1,210 days
76462,8b,15 to 20,8b: 15 to 20,Apr 2,Nov 2,213 days
76463,8a,10 to 15,8a: 10 to 15,Mar 31,Nov 4,217 days
76464,8a,10 to 15,8a: 10 to 15,Apr 3,Nov 2,212 days
76465,8b,15 to 20,8b: 15 to 20,Apr 4,Nov 1,210 days
76466,8a,10 to 15,8a: 10 to 15,Apr 6,Oct 30,206 days
76467,8b,15 to 20,8b: 15 to 20,Apr 6,Nov 1,208 days
76468,8b,15 to 20,8b: 15 to 20,Mar 23,Nov 10,231 days
76469,8a,10 to 15,8a: 10 to 15,Apr 3,Nov 2,212 days
76470,8a,10 to 15,8a: 10 to 15,Apr 6,Oct 30,206 days
76471,8a,10 to 15,8a: 10 to 15,Apr 2,Nov 4,215 days
76472,8a,10 to 15,8a: 10 to 15,Mar 31,Nov 4,217 days
76474,8a,10 to 15,8a: 10 to 15,Apr 2,Nov 4,215 days
76475,8a,10 to 15,8a: 10 to 15,Mar 31,Nov 4,217 days
76476,8b,15 to 20,8b: 15 to 20,Apr 2,Nov 2,213 days
76481,8a,10 to 15,8a: 10 to 15,Apr 7,Nov 1,207 days
76483,8a,10 to 15,8a: 10 to 15,Apr 4,Nov 1,210 days
76484,8a,10 to 15,8a: 10 to 15,Mar 31,Nov 4,217 days
76485,8a,10 to 15,8a: 10 to 15,Apr 2,Nov 1,212 days
76486,8a,10 to 15,8a: 10 to 15,Apr 4,Nov 1,210 days
76487,8a,10 to 15,8a: 10 to 15,Apr 2,Nov 1,212 days
76490,8a,10 to 15,8a: 10 to 15,Apr 2,Nov 4,215 days
76491,8a,10 to 15,8a: 10 to 15,Apr 5,Oct 30,207 days
76501,9a,20 to 25,9a: 20 to 25,Mar 22,Nov 11,233 days
76502,8b,15 to 20,8b: 15 to 20,Mar 22,Nov 11,233 days
76503,8b,15 to 20,8b: 15 to 20,Mar 22,Nov 11,233 days
76504,8b,15 to 20,8b: 15 to 20,Mar 22,Nov 11,233 days
76508,8b,15 to 20,8b: 15 to 20,Mar 22,Nov 11,233 days
76511,9a,20 to 25,9a: 20 to 25,Mar 14,Nov 14,244 days
76513,8b,15 to 20,8b: 15 to 20,Mar 22,Nov 11,233 days
76518,9a,20 to 25,9a: 20 to 25,Mar 15,Nov 13,242 days
76519,9a,20 to 25,9a: 20 to 25,Mar 15,Nov 13,242 days
76520,9a,20 to 25,9a: 20 to 25,Mar 15,Nov 13,242 days
76522,8b,15 to 20,8b: 15 to 20,Mar 24,Nov 8,228 days
76523,9a,20 to 25,9a: 20 to 25,Mar 14,Nov 14,244 days
76524,8b,15 to 20,8b: 15 to 20,Mar 23,Nov 11,232 days
76525,8b,15 to 20,8b: 15 to 20,Mar 23,Nov 10,231 days
76527,8b,15 to 20,8b: 15 to 20,Mar 15,Nov 16,245 days
76528,8b,15 to 20,8b: 15 to 20,Mar 29,Nov 3,218 days
76530,9a,20 to 25,9a: 20 to 25,Mar 14,Nov 14,244 days
76531,8b,15 to 20,8b: 15 to 20,Mar 31,Nov 5,218 days
76533,9a,20 to 25,9a: 20 to 25,Mar 22,Nov 11,233 days
76534,9a,20 to 25,9a: 20 to 25,Mar 14,Nov 14,244 days
76537,8b,15 to 20,8b: 15 to 20,Mar 15,Nov 16,245 days
76538,8b,15 to 20,8b: 15 to 20,Mar 29,Nov 3,218 days
76539,8b,15 to 20,8b: 15 to 20,Mar 31,Nov 5,218 days
76540,8b,15 to 20,8b: 15 to 20,Mar 24,Nov 8,228 days
76541,8b,15 to 20,8b: 15 to 20,Mar 24,Nov 8,228 days
76542,8b,15 to 20,8b: 15 to 20,Mar 24,Nov 8,228 days
76543,8b,15 to 20,8b: 15 to 20,Mar 24,Nov 8,228 days
76544,8b,15 to 20,8b: 15 to 20,Mar 24,Nov 8,228 days
76547,8b,15 to 20,8b: 15 to 20,Mar 24,Nov 8,228 days
76548,8b,15 to 20,8b: 15 to 20,Mar 24,Nov 8,228 days
76549,8b,15 to 20,8b: 15 to 20,Mar 24,Nov 8,228 days
76550,8b,15 to 20,8b: 15 to 20,Mar 31,Nov 5,218 days
76554,9a,20 to 25,9a: 20 to 25,Mar 22,Nov 11,233 days
76556,9a,20 to 25,9a: 20 to 25,Mar 15,Nov 13,242 days
76557,8b,15 to 20,8b: 15 to 20,Mar 23,Nov 11,232 days
76558,8b,15 to 20,8b: 15 to 20,Mar 29,Nov 3,218 days
76559,8b,15 to 20,8b: 15 to 20,Mar 22,Nov 11,233 days
76561,8b,15 to 20,8b: 15 to 20,Mar 29,Nov 3,218 days
76564,8b,15 to 20,8b: 15 to 20,Mar 22,Nov 11,233 days
76565,8b,15 to 20,8b: 15 to 20,Mar 23,Nov 10,231 days
76566,8b,15 to 20,8b: 15 to 20,Mar 29,Nov 3,218 days
76567,9a,20 to 25,9a: 20 to 25,Mar 15,Nov 13,242 days
76569,9a,20 to 25,9a: 20 to 25,Mar 14,Nov 14,244 days
76570,9a,20 to 25,9a: 20 to 25,Mar 15,Nov 13,242 days
76571,8b,15 to 20,8b: 15 to 20,Mar 22,Nov 11,233 days
76573,8b,15 to 20,8b: 15 to 20,Mar 14,Nov 14,244 days
76574,9a,20 to 25,9a: 20 to 25,Mar 16,Nov 13,241 days
76577,9a,20 to 25,9a: 20 to 25,Mar 14,Nov 14,244 days
76578,9a,20 to 25,9a: 20 to 25,Mar 16,Nov 13,241 days
76579,8b,15 to 20,8b: 15 to 20,Mar 23,Nov 11,232 days
76596,8b,15 to 20,8b: 15 to 20,Mar 29,Nov 3,218 days
76597,8b,15 to 20,8b: 15 to 20,Mar 29,Nov 3,218 days
76598,8b,15 to 20,8b: 15 to 20,Mar 29,Nov 3,218 days
76599,8b,15 to 20,8b: 15 to 20,Mar 29,Nov 3,218 days
76621,8b,15 to 20,8b: 15 to 20,Mar 30,Nov 4,218 days
76622,8b,15 to 20,8b: 15 to 20,Mar 25,Nov 7,226 days
76623,8b,15 to 20,8b: 15 to 20,Mar 23,Nov 8,229 days
76624,8b,15 to 20,8b: 15 to 20,Mar 19,Nov 13,238 days
76626,8b,15 to 20,8b: 15 to 20,Mar 21,Nov 7,230 days
76627,8b,15 to 20,8b: 15 to 20,Mar 26,Nov 6,224 days
76628,8b,15 to 20,8b: 15 to 20,Mar 30,Nov 4,218 days
76629,8b,15 to 20,8b: 15 to 20,Mar 8,Nov 18,254 days
76630,8b,15 to 20,8b: 15 to 20,Mar 23,Nov 11,232 days
76631,8b,15 to 20,8b: 15 to 20,Mar 30,Nov 4,218 days
76632,8b,15 to 20,8b: 15 to 20,Mar 31,Nov 4,217 days
76633,8b,15 to 20,8b: 15 to 20,Mar 24,Nov 8,228 days
76634,8b,15 to 20,8b: 15 to 20,Mar 25,Nov 7,226 days
76635,8b,15 to 20,8b: 15 to 20,Mar 21,Nov 7,230 days
76636,8b,15 to 20,8b: 15 to 20,Mar 30,Nov 4,218 days
76637,8b,15 to 20,8b: 15 to 20,Mar 31,Nov 2,215 days
76638,8b,15 to 20,8b: 15 to 20,Mar 23,Nov 11,232 days
76639,8b,15 to 20,8b: 15 to 20,Mar 21,Nov 7,230 days
76640,8b,15 to 20,8b: 15 to 20,Mar 19,Nov 13,238 days
